data_date,security_id,d2
20100513,5508701,-3.649
20100513,5508801,82.125
20100513,5556201,3.1964
20100513,5619301,0.7568
20100513,5692501,NA
20100513,5762001,3.3129
20100513,5794701,NA
20100513,6815201,-0.0495
20100513,6967801,12.761
20100513,6981901,-17.378
20100513,7091901,38.054
20100513,7340201,21.188
20100513,7353401,7.34
20100513,7446201,-2.162
20100513,7736901,324.574
20100513,7866301,-3.6415
20100513,7952001,76.593
20100513,7971801,-1.597
20100513,8002101,NA
20100513,8202201,339.191
20100513,8280701,-0.8757
20100513,8311401,-12.4248
20100513,8434501,144.384
20100513,8445101,-10.051
20100513,8448401,-81.351
20100513,8660901,NA
20100513,8666101,22.963
20100513,8673601,17.485
20100513,8677301,NA
20100513,8959401,-37.824
20100513,9931801,39.819
20100513,19018101,-37.419
20100513,22611101,NA
20100513,29308301,NA
20100513,30063901,-0.5128
20100513,30657301,16.49
20100513,30673701,-11.204
20100513,31385301,NA
20100513,31750001,NA
20100513,32131001,-7.7376
20100513,32312501,NA
20100513,33088301,-5.4604
20100513,35501501,0.2466
20100513,1090293101,-22.504
20100513,1090929401,NA
20100513,1091307301,41.101
20100513,1092209301,NA
20100513,1092441001,-82.7824
20100513,1092442401,-0.652
20100513,1092597001,NA
20100513,1093226901,NA
20100514,149401,-6.496
20100514,198601,7.476
20100514,200101,181.374
20100514,200701,-47.481
20100514,202001,2.383
20100514,230301,10.254
20100514,300401,-28.035
20100514,318801,NA
20100514,360001,5.337
20100514,425601,0.932
20100514,489801,NA
20100514,523101,24.139
20100514,588001,-5.2509
20100514,626701,22.775
20100514,659101,-7.175
20100514,724601,-9.455
20100514,735101,0.094
20100514,821101,NA
20100514,920601,8.04
20100514,943601,0.91
20100514,953401,59.648
20100514,1032201,NA
20100514,1058201,-95.1568
20100514,1068401,1.021
20100514,1092301,136.1
20100514,1151701,1281
20100514,1209501,0.634
20100514,1227701,36.826
20100514,1236601,NA
20100514,1495901,5.899
20100514,1605001,1.8191
20100514,1617701,0.4711
20100514,1820001,-14.882
20100514,1877301,64.497
20100514,1984801,0.866
20100514,1997301,2.981
20100514,2000701,8.4526
20100514,2352701,4.311
20100514,2487001,-2.189
20100514,2578001,-7.777
20100514,2763401,-0.3113
20100514,2797401,-1.3103
20100514,2914801,-20.388
20100514,2968901,33.058
20100514,3019701,221.332
20100514,3023801,0.107
20100514,3038701,5.1179
20100514,3054201,-28.2553
20100514,3209401,59.951
20100514,3608801,-16.0653
20100514,3662101,15.9175
20100514,3677501,41.1
20100514,3974601,-874.183
20100514,3987101,1524
20100514,3989601,7979
20100514,4417501,1830.73
20100514,4435001,NA
20100514,4854301,-3.008
20100514,4966901,6.796
20100514,4983801,-2.414
20100514,5082401,897
20100514,5132001,-2.4158
20100514,5164601,266.378
20100514,5185501,32.487
20100514,5274501,NA
20100514,5373601,3.8734
20100514,5461901,0.0479
20100514,5530101,3.776
20100514,5538501,45128
20100514,5698601,-0.979
20100514,5699801,58.754
20100514,5780501,90.154
20100514,5855801,91.135
20100514,5903201,0.6207
20100514,6127801,-11.493
20100514,6130201,-8.862
20100514,7043601,574857
